filename,brightness,temperature,crater_data
render0001.png,0.22658972646675857,22.658972646675856,"[(133.5, 244.0, 11.543496131896973), (242.0, 240.5, 19.474441528320312), (211.5, 205.0, 22.8090877532959), (108.83636474609375, 113.10909271240234, 11.465561866760254)]"
render0002.png,0.6377220602596505,63.77220602596505,"[(177.5869598388672, 90.67391204833984, 10.317601203918457)]"
render0003.png,0.03709752699908088,3.709752699908088,"[(205.0, 130.5, 13.086352348327637), (240.5, 149.5, 37.07434844970703), (214.0, 121.5, 25.947160720825195), (217.6576385498047, 66.69789123535156, 37.71699523925781)]"
render0004.png,0.42428403368183204,42.428403368183204,"[(44.0, 216.5, 18.554075241088867)]"
render0005.png,0.5133291805491728,51.33291805491728,"[(239.5, 202.0, 17.270015716552734), (39.0, 160.5, 15.403021812438965), (103.0, 59.0, 17.117341995239258)]"
render0006.png,0.6157890768612131,61.57890768612131,[]
render0007.png,0.35074869791666663,35.074869791666664,"[(115.0, 237.0, 18.384876251220703), (20.0, 213.0, 18.43918800354004), (45.0, 179.5, 57.31719970703125)]"
render0008.png,0.5552081538181678,55.52081538181678,"[(227.96774291992188, 232.6774139404297, 16.798009872436523)]"
render0009.png,0.10948474360447302,10.948474360447303,[]
render0010.png,0.3723958931717217,37.239589317172175,[]
render0011.png,0.4962880452473958,49.62880452473958,"[(214.5, 155.5, 10.12432861328125), (101.0, 152.0, 12.369417190551758)]"
render0012.png,0.356008970971201,35.6008970971201,[]
render0013.png,0.30057504691329656,30.057504691329655,"[(54.5, 126.0, 10.920265197753906)]"
render0014.png,0.40566807167202823,40.566807167202825,"[(242.25, 209.0625, 20.0610408782959)]"
render0015.png,0.2824332442938112,28.243324429381122,"[(35.0, 238.5, 20.42679786682129), (157.5, 246.0, 26.669370651245117), (172.85769653320312, 215.6326904296875, 14.952630043029785), (143.5, 175.0, 13.463011741638184), (65.48883819580078, 127.66517639160156, 64.36851501464844)]"
render0016.png,0.3660551183363971,36.60551183363971,"[(37.0, 133.5, 10.111974716186523)]"
render0017.png,0.2616376689836091,26.163766898360908,"[(211.0, 224.0, 16.124614715576172), (229.0, 187.0, 14.4223051071167)]"
render0018.png,0.3175095502068015,31.75095502068015,[]
render0019.png,0.2264602960324755,22.64602960324755,"[(81.5, 193.0, 26.856197357177734), (118.11904907226562, 182.5, 21.172348022460938), (168.73333740234375, 175.93333435058594, 28.882770538330078), (223.0, 186.5, 35.93406677246094), (40.5, 205.5, 57.1183967590332), (238.43939208984375, 157.0, 16.560707092285156), (193.5, 156.0, 15.33796215057373), (230.01162719726562, 123.9534912109375, 25.072134017944336), (45.0, 134.5, 33.20024871826172), (17.986413955688477, 93.51630401611328, 23.733110427856445), (124.5, 83.5, 15.572511672973633)]"
render0020.png,0.405439848058364,40.5439848058364,[]
render0021.png,0.27236423866421566,27.236423866421568,"[(100.0, 51.0, 59.77467727661133)]"
render0022.png,0.4074612486596201,40.74612486596201,[]
render0023.png,0.26861566281786153,26.861566281786153,"[(41.5, 142.0, 27.771488189697266), (200.37615966796875, 42.634674072265625, 20.89670753479004), (59.0, 39.0, 34.05887222290039)]"
render0024.png,0.3966655058019301,39.66655058019301,[]
render0025.png,0.3694980396943933,36.94980396943933,"[(215.5, 158.0, 21.639184951782227), (146.9598846435547, 124.7707748413086, 61.80253601074219), (157.86727905273438, 40.69365692138672, 22.694141387939453), (220.0, 41.0, 45.453372955322266)]"
render0026.png,0.41828427782245703,41.828427782245704,[]
render0027.png,0.34895558076746325,34.895558076746326,"[(77.01249694824219, 127.98750305175781, 28.302051544189453), (170.0, 80.0, 18.027854919433594), (122.5, 57.0, 110.3597412109375)]"
render0028.png,0.25114267386642164,25.114267386642165,"[(211.5, 212.5, 12.747649192810059), (154.37400817871094, 185.73622131347656, 11.244912147521973)]"
render0029.png,0.2658257577933517,26.582575779335173,"[(61.694915771484375, 188.26271057128906, 11.329200744628906)]"
render0030.png,0.3518177705652573,35.18177705652573,"[(114.0, 76.5, 126.35772705078125)]"
render0031.png,0.3373088761871935,33.73088761871935,[]
render0032.png,0.20657564051011032,20.657564051011033,"[(208.5, 105.0, 11.236202239990234), (127.5, 99.0, 143.11282348632812)]"
render0033.png,0.4235343185125612,42.35343185125612,[]
render0034.png,0.38412080652573527,38.41208065257353,"[(70.0, 227.5, 26.80028533935547), (246.5, 225.5, 30.70026206970215), (36.0, 212.5, 36.96291732788086), (135.32778930664062, 204.96827697753906, 21.69392967224121), (134.5, 171.5, 44.59270095825195), (47.51333236694336, 140.80667114257812, 43.603858947753906)]"
render0035.png,0.1499022839116115,14.99022839116115,"[(144.0, 20.0, 21.54075813293457), (65.84615325927734, 21.230770111083984, 21.84747314453125)]"
render0036.png,0.6104465858609068,61.044658586090684,"[(80.56060791015625, 171.56060791015625, 16.410314559936523), (26.15517234802246, 137.84483337402344, 10.972476959228516)]"
render0037.png,0.5498618929993871,54.986189299938715,[]
render0038.png,0.3741197773054534,37.411977730545345,"[(128.5, 110.5, 22.192440032958984)]"
render0039.png,0.46908838608685655,46.908838608685656,[]
render0040.png,0.37541629566865803,37.5416295668658,[]
render0041.png,0.18590817918964458,18.590817918964458,"[(215.5, 233.0, 26.500099182128906), (43.0, 220.5, 52.14652633666992), (83.54545593261719, 129.0, 27.618064880371094), (178.3873291015625, 129.77464294433594, 29.234033584594727)]"
render0042.png,0.3487558402267157,34.87558402267157,"[(152.0, 147.0, 14.035768508911133), (8.100000381469727, 144.6999969482422, 10.511995315551758)]"
render0043.png,0.5103453991459864,51.03453991459864,[]
render0044.png,0.25788604137944243,25.788604137944244,"[(63.5, 209.5, 17.564268112182617)]"
render0045.png,0.5464922138288908,54.64922138288908,[]
render0046.png,0.36188432282092525,36.18843228209253,"[(23.5, 237.5, 18.12466812133789), (69.9117660522461, 161.6764678955078, 11.432537078857422), (107.63636016845703, 167.5, 19.67751121520996), (116.0, 138.0, 13.038504600524902), (174.5, 134.5, 14.30044937133789), (96.5, 90.5, 14.57748031616211), (223.17442321777344, 98.22093200683594, 31.903076171875), (91.5, 70.0, 12.175895690917969), (26.5, 63.5, 15.572511672973633), (17.0, 62.5, 22.34400177001953), (55.0, 54.5, 22.14168930053711)]"
render0047.png,0.31350767846200983,31.350767846200984,"[(37.849056243896484, 147.39622497558594, 12.385064125061035), (173.9250030517578, 87.0, 10.124603271484375), (170.0, 41.0, 69.64204406738281)]"
